,text_lb,text
6289,-1.0,Phòng bị hôi..khách sạn đã nhanh chóng đổi phòng
6290,1.0,"Rất tốt, dịch vụ tốt, chủ sở hữu đáng yêu"
6292,1.0,"Phòng có kích thước đẹp, rất đẹp và sạch sẽ (không thể nhớ số phòng nhưng chúng tôi không có vấn đề gì về tiếng ồn vào ban đêm). Vị trí tuyệt vời với vô số nhà hàng gần đó."
6293,1.0,"sạch sẽ, thoáng mát, chắc chắn sẽ quay lại, giá cả hợp lý"
6294,1.0,"Kỳ nghỉ thú vị, chỉ có 1 điểm nhỏ là đồ ăn sáng của khách sạn  5sao bị hết đồ khi mình muốn ăn thêm pho mai"
6295,1.0,"Khách sạn gần biển, gần phố tây đi bộ, gần mấy cửa hàng tiện lợi, pharmacy. Có dịch vụ du lịch Hội An, Bà Nà, Huế ... nói chung khách sạn khá tốt, vị trí tiện lợi, phòng sạch sẽ, thoáng mát. Tuyệt vời 9/10. Mình trừ 1 điểm vì phòng mình tivi hơi lỗi nhẹ không xem được. Còn lại thì khá ổn và tốt. Nếu có quay lại thì mình vẫn chọn khách sạn này. Giá cả bình dân so với những thiết bị trong khách sạn"
6296,1.0,"Resort đẹp, phục vụ tốt nhưng tiếc là vùng biển của resort không tắm được trong khi các khách sạn rẻ tiền hơn tắm bình thường. Đây chỉ là ý kiến liên quan vị trí resort."
6297,-1.0,"1) Đặt 1 phòng 2 giường đôi cho 4 người cho 2 ngày, giá 816k 2 đêm, nhưng không được nhận đúng phòng đặt. Tới nơi lễ tân báo hết phòng nhưng quên tắt dịch vụ nên khách vẫn đặt, xếp tạm vào 1 phòng 4 giường đơn: Phòng nhiều gián, 4 người nhưng 1 đôi dép, 2 khăn tắm, không hề có bàn chải đánh răng. Tụi mình 3 người tới trước, thấy dơ nên nhờ chuyển qua phòng nhỏ sạch hơn trong lúc được ở đúng phòng, sau khi ra ngoài, quay lại thì thấy bên khách sạn chuyển 3 người mình qua 1 phòng 1 giường đôi, nhưng không dọn phòng, không đủ khăn tắm, ngoài gián ra thì còn có sâu cuốn chiếu, lông tóc các loại trên đệm và sàn nhà, xà bông khách cũ xài vất trong phòng tắm không được dọn đi, thảm họa muốn khóc nhất là đang tắm thì vòi sen bung ra, nước bay tứ phía, trải qua 1 đêm mệt, buồn và sợ côn trùng cắn. 2) Tụi mình vẫn nghĩ thôi thì do người ta sơ suất về quản lý phần mềm, sắp xếp tạm nên đành thông cảm, mệt cũng lười phàn nàn. Ngày thứ 2 đến trưa chuyển bọn mình sang 1 phòng 3 giường đôi, vẫn không phải là phòng tụi mình đặt, vẫn không đủ khăn, lần này cảm giác đã được dọn sạch nên không vấn đề, tới 5h sáng check out lễ tân vào phòng kiểm tra và tính tiền 3 chai nước suối tụi mình dùng. Mình chưa bao giờ bị tính tiền nước suối ở 1 phòng có giá trên 300k cả. Không một lời xin lỗi vì chất lượng tệ hại trước đó, mình thắc mắc thì nhân viên báo là chỉ là người làm, có gì liên hệ chủ, đủ thấy độ chuyên nghiệp và sự tôn trọng khách hàng của Lamson hotel. Ra về trong thất vọng và ám ảnh về côn trùng, lông tóc, và sự đối xử của khách sạn với khách hàng. Mình đi VũngTàu rất nhiều, Có rất nhiều sự lựa chọn khác ở VũngTàu, Và bọn mình sẽ không bao giờ quay lại đây nữa"
6298,1.0,Địa điểm đẹp dịch vụ tốt Nếu có dịp quay lại. Đà nẵng nhất định chúng tôi vẫn sẽ chọn Sala để dừng chân
6299,1.0,"Phòng sạch sẽ, đầy đủ, vew nhìn ra quảng trường thị trấn. Mình lên sớm từ 11h trưa nhưng anh chị chủ nhà rất vui tính, nhiệt tình, cho mình nhận trước phòng để nghỉ ngơi. Các điểm tham quan đều gần. Chỉ đi bộ chút là tới nên rất tiện. Nếu có dịp mình sẽ quay lại khách sạn. Rất cảm ơn!"
6300,1.0,"Phòng hơi nhỏ mà được cái sạch sẽ, gần trung tâm di chuyển rat thuận tiện, nhân viên nhiệt tình dễ thương"
6302,1.0,"Tóm lại thì ok hết nhưng ăn sáng thì không ngon, ít món"
6303,1.0,"Đã kiểm tra và hỏi lại về vấn đề BBQ party và ok. Tuy nhiên khi tới nhận phòng chỉ nhận được câu trả lời là đóng cửa nhà hàng để sữa chữa. Lễ tân tỏ ra không cần và không hề hỗ trợ, chỉ phục vụ đồ nhẹ mặc dù có khu ăn uống nhưng không hề recommend để hỗ trợ. Phòng thì nội thất cũ, mền nhỏ không phải chuẩn khách sạn."
6304,1.0,Nơi tốt nhất để ở tại Sapa. Rất khuyến khích.
6305,1.0,"Tôi thật sự rất thích ở tại Hanoian Angel Hotel & Spa. Việc chuyển sân bay chúng tôi sắp xếp qua khách sạn rất chuyên nghiệp và sạch sẽ. Chúng tôi cũng được chỉ định một hướng dẫn viên cá nhân cho chuyến đi, họ đã sử dụng Ứng dụng Whats để liên lạc với tôi trong suốt thời gian lưu trú. Mọi người chúng tôi gặp tại khách sạn đều vui lòng cho chúng tôi lời khuyên về khu vực địa phương. Các nhân viên ở đây thực sự cần thời gian để làm quen với bạn và muốn bạn có một trải nghiệm tuyệt vời tại khách sạn. Vị trí rất tuyệt - ngay trung tâm của Hà Nội. Đi bộ đến mua sắm, thực phẩm và trải nghiệm tuyệt vời trong một thành phố xinh đẹp. Bữa sáng tại khách sạn là không thể bỏ qua - nó tươi và ngon mỗi sáng. Các phòng đều rộng rãi, sạch sẽ và yên tĩnh. Tôi muốn giới thiệu nơi tuyệt vời này cho bạn bè và người thân của tôi để họ có thể có trải nghiệm tốt như tôi."
6306,-1.0,Đồ ăn sáng rất hạn chế. Thái độ nhân viên phục vụ đồ ăn sáng kém
6308,-1.0,"Không có thang máy, nước tắm yếu, khoá cửa hỏng"
6309,1.0,"Có 1 sự phân biệt giữa khách nước ngoài và VN, mình đến thậm chí không có ai xách hành lý, không có người chỉ dẫn đổ xe, bảo vệ thậm chí nhìn mình như người ngoài hành tinh mà không có sự chào hỏi. Check in lâu. Buổi ăn sáng chủ yếu thức ăn Nhật Hàn. Các bạn nào yêu thích sự Thuần Việt thì không nên Book khách sạn này. Đó là lời khuyên chân thành nhất."
6310,1.0,khách sạn sạch sẽ cũng yên tĩnh
6311,1.0,"Sạch sẽ, đẹp gọn, nhân viên vui dễ chịu, thân thiện."
6312,-1.0,"Thật thất vọng khi thực tế và hình ảnh không như nhau! Nhận phòng được vài tiếng phải chuyển sang 1 khách sạn khác để ở! Chất lượng 4 sao mà không có nước nóng, xung quanh ồn ào vì tiếng sữa xe của hãng xe kế bên, luôn phải kéo rèm cửa rất bí bách, xuống làm thủ tục check out để sang khách sạn khác thì lễ tân đã về mất, giao lại cho bảo vệ, âm u nên muỗi nhiều, chích con mình nên phải ra đường đứng đợi hoàn tất thủ tục check out! Bữa sáng thì được báo không buffet mà chỉ có vài món để chọn! Nói chung đặt qua app rất nhiều mà đây là lần đầu tiên phải bỏ không ở như vậy, rất thất vọng! Tiêu chuẩn 4 sao nên phải coi lại...tệ hơn 2 sao nữa mọi người ạ!"
6313,1.0,Chúng tôi đã có những bữa sáng tuyệt vời cám ơn đội ngũ nhân viên và bạn Mai nhiệt tình😍
6314,1.0,"Tôi có một kỳ nghỉ ngắn ngày tại Youth homestay sapa. Tuy nhiên, để lại khó nhiều cung bậc cảm xúc. Đầu tiên, gia đình chủ nhà rất thân thiện, nhiệt tình hướng dẫn và đáp ứng mọi nhu cầu của chúng tôi. Thứ 2, điều bất ngờ nhất là giá cả dành cho 2 phòng dành cho 5 người giá siêu tốt Thứ 3, phòng rất sạch đẹp, lãng mạn, toilet to và có bồn tắm để sống ảo Thứ 4, view khách sạn cao nhìn ra núi đồi,sương phủ mờ ngang tầm mắt cảm giác yên bình và thoải mái nhưng rất chi là sang chảnh Điểm trừ: là vị trí hơi khuất và nằm trên cao nên hơi khó thấy và leo thang cao khoảng 4-5 tầng lầu rất mêt... nhưng có thể nhờ vậy mới có view sống ảo trọn vẹn Tôi đã chụp ảnh lên fb và review homestay cho bạn bè,người thân... chất lượng và chi phí rất đáng để trải nghiệm."
6315,1.0,"Các nhân viên rất thân thiện và khách sạn gần chợ đêm, đi bộ không mất 5 phút để đến nơi. Các phòng được làm sạch, nước nóng cũng hoạt động và nếu bạn muốn đi xe đạp thì có thuê xe đạp, mỗi ngày với giá rẻ, sẽ quay trở lại."
6317,1.0,"Vị trí tốt. Nhân viên là ok. Nhưng cơ sở hạ cấp rất nhiều. Đó không phải là một khách sạn, chỉ là một nhà nghỉ hạng thấp."
6318,1.0,khách sạn đẹp. ngay trung tâm. phòng to đẹp. view đẹp. chắc chắn sẽ quay lại khi đến sapa
6319,1.0,"Phù hợp giá tiền. Tuy nhiên phòng hơi bí bách, wifi chập chờn."
6320,1.0,"Đẹp, kì nghỉ rất oke đối với vợ chồng mình"
6321,1.0,"Chu đáo và khá tiện nghi, yên tĩnh phù hợp với các gia đình có ý định đi nghỉ dưỡng, muốn ra trung tâm thì hơi xa 1 chút"
6322,1.0,"Mình rất hài lòng. Khách sạn mới, phòng sạch sẽ, view đẹp, gần chợ đêm, nhân viên thân thiện. Lần sau nếu có dịp đi đà lạt sẽ tiếp tục ở đây."
6323,1.0,Không biết có phải đặt ở online có mức giá rẻ hơn bình thường hay không mà phải ở phòng dưới tầng trệt cảm thấy rất ngột ngạt và ẩm thấp
6324,1.0,"Khách sạn sạch sẽ, chỉnh chu. Mọi thứ đều tốt. Có dịp ra Hội An, tôi vẫn sẽ chọn lại khách sạn này."
6325,1.0,"Nhân viên nhiệt tình, thân thiện. Giá thật sự rẻ cho Phòng giường đôi, rộng rãi, thoải mái, sạch sẽ. Vị tri ngay khu tập trung ,thuận tiện để đi chơi .Sẽ quay lại ủng hộ tiếp.👍👍👍"
6326,-1.0,"Có lẽ do cao điểm nên nhân viên làm việc quá sức. Tuy nhiên 1 khách sạn 5 sao thì không thể để nhân viên có thái độ khiếm nha với khách hàng như vậy được đặc biệt là khi khách tỏ ra thông cảm do cường độ làm việc của các bạn lễ tân. Chưa bao giờ tôi ở 1 khách sạn 5 sao mà làm cảm giác vô cùng không thoải mái như vậy. Khi tôi liên hệ lễ tân hỏi về đồ uống mini bar các em thông báo lần đầu được miễn phí, tôi liền cảm ơn các em vậy mà tôi chưa kịp nói xong các em đã cúp máy không cần hỏi xem có cần hỗ trợ hay cảm ơn 1 lời. Khi tôi check in vào buổi tối có cả duty manager và nhân viên lễ tân tuy nhiên tình hình không hề được cải thiện. Nhân viên nhà hàng mặt khác lại khá thân thiện. Rất tiếc dịch vụ lần này đã không hoàn thiện."
6327,1.0,"Đây là lần thứ 3 trở lại, vẫn hài lòng khi nghỉ dưỡng tại đây cả về phòng ốc, dịch vụ và cả món ăn."
6328,1.0,"Khong gian thoang, thuc don ngon mieng, bai bien tam duoc. Nuoc sinh hoat chua tot lam (luu y khi rua mat)"
6329,1.0,"Khách sạn sạch sẽ, nhân viên nhiệt tình."
6330,1.0,"ổn trong tầm giá. không thể đòi hỏi ơn. sạch sẽ nhưng hơi thoảng mùi mốc. tủ quần áo có mùi, dép lào đi trong nhà nhìn không ưng mắt. cô lễ tân vui vẻ"
6331,1.0,"Wow kinh nghiệm! Đẹp kém, trang trí, rất sạch sẽ và ấm cúng. Các bữa ăn sáng bao gồm là tuyệt vời quá. Bể bơi trông hấp dẫn nhưng tôi không thể có thời gian cho nó. Nhân viên rất thân thiện cũng sẽ quay lại lần sau!"
6332,1.0,"Khách sạn dễ tìm và rất gần bến Ninh Kiều, ngay sát chợ đêm thuận tiện cho việc ăn uống. Đặc biệt nhân viên lễ tân rất dễ thương."
6333,1.0,"Tôi đã đặt phòng studio nhưng nó trông rất nhỏ, hoàn toàn khác với các bức ảnh trên trang web (giống như một phòng tiêu chuẩn / sang trọng). Phòng của chúng tôi không riêng tư vì nó chia sẻ một cánh cửa kết nối với phòng gần đó, điều này khiến tôi thực sự không thoải mái và UNSAFE khi ở đó. Khi tôi trả một mức giá cao như vậy cho phòng thu, tôi mong đợi dịch vụ chất lượng cao và ít nhất là sự riêng tư tối thượng, không phải là một phòng lớn được chia thành 2 phòng thu nhỏ hơn như Mercury. Ngoài ra, khách sạn chỉ là một phần nhỏ của các tòa nhà lớn vì phần còn lại là các căn hộ dân cư. Đối với phòng tắm, nó trông rất nhỏ và không có bồn tắm. Đối với thanh Sky trên tầng thượng, tầm nhìn thật tuyệt vời nhưng nó đã bị đóng. Tôi nghe tin đồn rằng họ không trả lương cho nhân viên quán bar nên họ không đủ khả năng để duy trì hoạt động. Các nhân viên tiếp tân không được đào tạo chuyên nghiệp. Khi tôi trả phòng, cô ấy yêu cầu tôi đợi kiểm tra phòng và cô ấy không thông báo cho chúng tôi ngay cả khi kiểm tra phòng xong. Để tham khảo, tôi đã ở trên đồi Mercure Ba Na trước đây, nhưng tôi cũng không hài lòng với dịch vụ này. Tôi KHÔNG khuyên mọi người ở lại khách sạn này. Nó trông tuyệt vời bên ngoài nhưng thiết kế và dịch vụ nội thất phòng KHÔNG đáng giá cao."
6334,1.0,"phòng ốc và khách sạn rất tuyệt vời, sẽ quay lại khi có dịp"
6335,1.0,Khách sạn có dịch vụ đón tiễn sb kiến mik có cảm giác thân thuộc. Check in sớm và ngay khi có phòng bạn lễ tân đã sắp xếp cho mik nhận phòng và up lên hạng free vì thấy nhà mik có em bé.
6336,1.0,"Phòng mình ở khá sạch sẽ và thoải mái, tuy nhiên charge tiền thêm khi mình ở lố giờ hơi nhiều, mặc dù thời gian lố cũng chưa tới 1 tiếng."
6337,-1.0,"Không có phòng tắm riêng, không có điều hòa, đắt tiền so với các khách sạn khác ở Tam Đảo"
6338,1.0,"Dịch vụ phòng thì tạm ổn, nhưng suất ăn sáng quá tệ."
6339,1.0,"Phòng rộng rãi, sạch sẽ, giá oki. Bể bơi hơi nhỏ so với hình. Nhân viên thân thiện, nhiệt tình, mình có trả phòng trễ chút xíu nhưng cũng không tính phí. Buffet sáng hơi ít món nhưng với mức tiền phòng là hợp lý. Thanks!"
6340,1.0,"Vị trí trung tâm, đi đâu cũng gần. Tối đi bộ ra chợ đêm hoặc ra bờ hồ cũng tiện. Nhân viên cực kỳ dễ thương và nhiệt tình. Đồ ăn sáng hơi ít món"
6341,-1.0,"Khách sạn hơi cũ,có mùi, đồ ăn ít nhưng nhân viên lịch sự"
6342,1.0,Thật tuyệt vời khi ở khách sạn chỉ có thiếu một thứ đó là nơi đỗ xe hơi
